name;open;high;low;close;volume;marketCap;timestamp
"2781";71333.4847168797;71342.0914544441;64559.8999476563;69362.5512776015;229427260104.16;1364795785582.02;"2024-04-01T00:00:00.000Z"
"2781";69362.5540045166;72715.3596085505;60919.10616167;65738.723886878;288243675431.56;1293922154520.65;"2024-04-08T00:00:00.000Z"
"2781";65739.6445392053;66878.6469049673;59651.3902645616;64926.643211728;257889555863.56;1278296008665.19;"2024-04-15T00:00:00.000Z"
"2781";64935.6331696056;67233.9570363906;62424.7206816789;63113.2316825626;176031088174.54;1242661116273.87;"2024-04-22T00:00:00.000Z"
"2781";63106.3642006694;64703.332363219;56555.2940546252;64031.1328085695;217717011806.09;1261203911121.78;"2024-04-29T00:00:00.000Z"
"2781";64038.3135554184;65494.9017248;60208.7815474421;61448.3946717975;161617857128.39;1210435745366.84;"2024-05-06T00:00:00.000Z"
"2781";61451.2185129853;67694.2987797957;60769.8406689419;66278.3700820502;191456349027.25;1305732230286.08;"2024-05-13T00:00:00.000Z"
"2781";66278.7446711611;71946.462688481;66086.1741180514;68518.089965076;225779718034.34;1349968658779.99;"2024-05-20T00:00:00.000Z"
"2781";68512.1802655161;70597.8795113327;66633.4183418303;67751.6025754618;170949409909.92;1335227914032.14;"2024-05-27T00:00:00.000Z"
"2781";67753.8954139676;71907.8489829092;67589.8364154256;69647.9930028748;187569500742.38;1372773642949.49;"2024-06-03T00:00:00.000Z"
"2781";69644.3127359651;70146.068326324;65056.8930142447;66639.0465356994;175973271621.27;1313672583954.16;"2024-06-10T00:00:00.000Z"
"2781";66636.5154989442;67188.3174738561;63180.7982064002;63180.7982064002;163449015388.04;1245656822237.84;"2024-06-17T00:00:00.000Z"
"2781";63173.3527128475;63292.5271566001;58601.7000722967;62678.292079457;195982960749.43;1235944779945.39;"2024-06-24T00:00:00.000Z"
"2781";62673.6063386528;63777.227541783;53717.3754334207;55849.1106386094;213107531442.73;1101324021018.89;"2024-07-01T00:00:00.000Z"
"2781";55849.5737694153;61329.5291439691;54321.0190639668;60787.7923701369;187407019961.57;1198755021571.63;"2024-07-08T00:00:00.000Z"
"2781";60815.4578978154;68372.9051655897;60704.9291986666;68154.522905866;222161876178.07;1344591292880.38;"2024-07-15T00:00:00.000Z"
"2781";68152.9761329417;69398.5113084796;63473.4732846473;68255.8657690205;227265184991.35;1346858598263.74;"2024-07-22T00:00:00.000Z"
"2781";68259.0549329203;69987.5422080099;57210.8033286504;58116.9769610403;251002338760.54;1146844860380.54;"2024-07-29T00:00:00.000Z"
"2781";58110.2984557763;62673.7639765565;49121.2373775943;58719.483169327;350584287762.92;1159042118919.04;"2024-08-05T00:00:00.000Z"
"2781";58719.3952192515;61687.756592205;56161.5928697264;58483.9649819015;193731393138.94;1154518920582.08;"2024-08-12T00:00:00.000Z"
"2781";58480.7127277463;64996.4201037902;57864.7095096926;64333.5441834656;200670274120.26;1270273035259.48;"2024-08-19T00:00:00.000Z"
"2781";64342.2254421225;64489.7063803201;57217.8238628753;57325.4876891906;208589155271.33;1132107052433.14;"2024-08-26T00:00:00.000Z"
"2781";57326.967287785;59815.056946191;52598.6996623841;54841.5663542288;226114330694.72;1083415774482.94;"2024-09-02T00:00:00.000Z"
"2781";54851.8873519906;60656.7211280316;54598.4337284331;59182.8353338828;238449454690.75;1169182849928.94;"2024-09-09T00:00:00.000Z"
"2781";59185.22685956;64119.530359621;57501.3391727673;63648.7098902519;223578476938.45;1257434508161.25;"2024-09-16T00:00:00.000Z"
"2781";63643.1020803622;66480.6947101072;62628.0786641199;65635.3081461486;185380794223.05;1296984728119.06;"2024-09-23T00:00:00.000Z"
"2781";65634.6601298628;65635.052877058;59878.8034256844;62818.9544761374;221870167579.39;1241559389621.88;"2024-09-30T00:00:00.000Z"
"2781";62819.1093330048;64443.7064117964;58895.2078078197;62851.3749169602;202504726756.79;1242341595990.99;"2024-10-07T00:00:00.000Z"
"2781";62848.3994880925;69359.0070607416;62442.1539998429;69001.7066212849;233833427419.27;1364212669154.26;"2024-10-14T00:00:00.000Z"
"2781";69002.0001468977;69462.7367822244;65188.0352924195;67929.298795622;210764883686.53;1343230761707.59;"2024-10-21T00:00:00.000Z"
"2781";67936.050186621;73569.6457967523;67535.1310128429;72246.8696680243;0;0;"2024-10-28T00:00:00Z"
